instance_id,repo,language,mech_class,mech_category,mech_confidence,mech_secondary,mech_why,mech_risk,behavior_prior,prior_why,prior_confidence,realized_label,realized_mix,realized_source,ps_chars,ps_has_traceback,ps_has_repro,hints_chars,patch_files,patch_hunks,patch_add,patch_del,patch_exts,test_files,test_hunks,test_add,n_f2p,n_p2p,touches_header,touches_build,touches_core
tokio-rs__axum-1934,tokio-rs/axum,Rust,A,A,high,A.M,"axum -> A. scope=1+15=16 -> eligible, rank 2/3 of axum eligible (10,16,21) = median -> tier M, no W-LOWLEV. patch 4 files/15 hunks/44 add -> W-BIGDIFF. hints_chars=2304.",medium,E,large fix (4f/15h/44+),"low (1/10 vs realized labels, report 17)",,,,1369,0,1,2304,4,15,44,20,.md .rs,1,1,16,1,15,0,0,1
tokio-rs__axum-2096,tokio-rs/axum,Rust,A,A,high,A.L,"axum -> A. scope=4+17=21 -> eligible, rank 3/3 -> tier L (repo max). patch 3 files/8 hunks/36 add -> W-BIGDIFF. test_add=119 is the largest in axum. Best axum candidate, but axum's eligible range is only 10-21.",medium,E,large fix (3f/8h/36+),"low (1/10 vs realized labels, report 17)",,,,2201,0,1,0,3,8,36,11,.md .rs,1,1,119,4,17,0,0,1
tokio-rs__axum-682,tokio-rs/axum,Rust,A,A,medium,X-SMALL,"axum -> A. scope=3+3=6 < 10 -> STEP 1d X-SMALL. This is one of only 3 corpus instances with touches_build=1, which the risk_rule explicitly forbids as a predictor; the scope gate excludes it anyway.",reject-static,B,gold patch touches build files,"low (1/10 vs realized labels, report 17)",,,,540,0,0,0,5,14,46,33,.md .rs .toml,1,2,25,3,3,0,1,1
tokio-rs__axum-691,tokio-rs/axum,Rust,A,A,high,X-SMALL,axum -> A. scope=1+0=1 -> STEP 1d X-SMALL.,reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1620,0,1,297,2,3,12,6,.md .rs,2,2,37,1,0,0,0,1
tokio-rs__axum-734,tokio-rs/axum,Rust,A,A,high,X-SMALL,"axum -> A. scope=1+2=3 -> STEP 1d X-SMALL, despite the largest axum diff (7 files, 15 hunks, 133 add) and hints_chars=3710.",reject-static,E,large fix (7f/15h/133+),"low (1/10 vs realized labels, report 17)",,,,1387,0,1,3710,7,15,133,62,.md .rs,2,2,33,1,2,0,0,1
tokio-rs__tokio-4384,tokio-rs/tokio,Rust,A,A,high,X-SMALL,"repo=tokio-rs/tokio -> A. scope=2+0=2 -> STEP 1d X-SMALL. This is the low end of tokio's headline 42x spread (85/2), and it is NOT measurable - so the usable within-tokio range is much narrower than 42x.",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2932,1,1,89,1,2,5,0,.rs,1,1,32,2,0,0,0,1
tokio-rs__tokio-4867,tokio-rs/tokio,Rust,A,A,high,A.M,"tokio -> A. scope=1+22=23 -> eligible, rank 4/6 of tokio eligible (13,17,22,23,33,85) -> tier M (above the 22.5 median, so no W-LOWLEV). patch_hunks=9 -> W-BIGDIFF. Effectively a scope twin of the banked tokio-6551 (22).",low,E,large fix (1f/9h/48+),"low (1/10 vs realized labels, report 17)",,,,1402,0,1,778,1,9,48,75,.rs,1,2,10,1,22,0,0,1
tokio-rs__tokio-4898,tokio-rs/tokio,Rust,A,A,medium,A.S,"tokio -> A. scope=1+12=13 -> eligible, rank 1/6 -> tier S; below median 22.5 -> W-LOWLEV. patch 1 file/1 hunk/2 add and test_add=1 -> no W-BIGDIFF. Lowest measurable point in tokio, hence the S partner for a within-tokio contrast.",medium,S,"tiny fix (2+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,1239,0,0,0,1,1,2,5,.rs,1,1,1,1,12,0,0,1
tokio-rs__tokio-6551,tokio-rs/tokio,Rust,A,A,high,A.M (already profiled; X-DUP for new sampling),"CROSS-CHECK ROW. tokio -> A. scope=1+21=22 -> eligible, rank 3/6 -> tier M, below the 22.5 median -> W-LOWLEV. Measured 192.3 core-s, tests(rust) 87% / compile 10% - consistent with class A, and note the banked Rust reference is a MID-leverage instance, not the repo's L end.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",S,S=77% E=7% T=14% B=2%,ML_multiling,1011,0,1,0,2,2,8,2,.rs,1,1,5,1,21,0,0,1
tokio-rs__tokio-6603,tokio-rs/tokio,Rust,A,A,high,A.L,"tokio -> A. scope=1+84=85 -> eligible, rank 6/6 -> tier L, tokio's repo maximum and 3.9x the banked 6551. patch 1 file/1 hunk/9 add, ps_chars=1664 with repro -> zero warn flags. The natural L partner for a within-tokio S-vs-L pair.",low,T,heavy verify set (1+84 tests),"low (1/10 vs realized labels, report 17)",,,,1664,0,1,0,1,1,9,6,.rs,1,1,12,1,84,0,0,1
tokio-rs__tokio-6724,tokio-rs/tokio,Rust,A,A,high,X-SMALL,"tokio -> A. scope=1+2=3 -> STEP 1d X-SMALL, even though test_add=49 is the largest test delta in tokio - test_add does not enter the gate and is not a fence predictor.",reject-static,S,"tiny fix (10+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,1287,0,0,28,1,2,10,2,.rs,1,1,49,1,2,0,0,1
tokio-rs__tokio-6752,tokio-rs/tokio,Rust,A,A,high,A.L,"tokio -> A. scope=1+32=33 -> eligible, rank 5/6 -> tier L. patch 1 file/1 hunk/6 add, ps_chars=1714 with repro -> no warn flags. Backup L within tokio behind 6603.",low,T,heavy verify set (1+32 tests),"low (1/10 vs realized labels, report 17)",,,,1714,0,1,0,1,1,6,0,.rs,1,1,13,1,32,0,0,1
tokio-rs__tokio-6838,tokio-rs/tokio,Rust,A,A,low,X-SMALL,"tokio -> A. scope=1+7=8 < 10 -> STEP 1d X-SMALL by two tests. Threshold-adjacent, so a plausible false pre-reject; the spec accepts this loss deliberately (known_limits 5d).",reject-static,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1534,0,1,344,2,2,2,2,.rs,1,2,11,1,7,0,0,1
tokio-rs__tokio-7139,tokio-rs/tokio,Rust,A,A,high,A.S,"tokio -> A. scope=1+16=17 -> eligible, rank 2/6 -> tier S; below median 22.5 -> W-LOWLEV. patch 1 file/2 hunks/2 add -> no W-BIGDIFF.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2457,0,1,338,1,2,2,1,.rs,1,2,19,1,16,0,0,1
uutils__coreutils-6377,uutils/coreutils,Rust,A,A,high,X-DEGEN,"repo=uutils/coreutils -> A. ps_chars=135 < 150 -> STEP 1a X-DEGEN, the only X-DEGEN in Rust and the corpus's second (with carbon-2813, 124). I read it to confirm: it is a bare quote of the `env --ignore-signal` man-page entry with no repro, no reasoning, no named symbol - the carbon-2813 degenerate-loop shape. Note it has the 2nd-largest coreutils scope (4+58=62), so the rejection is on agent-behaviour risk, not fence size.",reject-static,E,large fix (2f/8h/112+),"low (1/10 vs realized labels, report 17)",,,,135,0,1,576,2,8,112,1,.rs .txt,1,2,140,4,58,0,0,1
uutils__coreutils-6575,uutils/coreutils,Rust,A,A,high,A.L,"coreutils -> A. scope=1+64=65 -> eligible, rank 3/3 of coreutils eligible (10,18,65) -> tier L. ps_chars=486 fired W-READ so I read it: names cksum, non-UTF-8 filenames, gives a full console repro with expected vs actual -> concrete, kept. patch_hunks=10/add=77 -> W-BIGDIFF.",low,E,large fix (2f/10h/77+),"low (1/10 vs realized labels, report 17)",,,,486,0,1,0,2,10,77,62,.rs,1,2,28,1,64,0,0,1
uutils__coreutils-6682,uutils/coreutils,Rust,A,A,high,A.M,"coreutils -> A. scope=1+17=18 -> eligible, rank 2/3 = median -> tier M, no W-LOWLEV. ps_chars=1296 (no W-READ), patch 1 file/4 hunks/12 add -> no W-BIGDIFF.",low,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1296,0,1,155,1,4,12,7,.rs,1,1,21,1,17,0,0,1
uutils__coreutils-6690,uutils/coreutils,Rust,A,A,low,X-SMALL,"coreutils -> A. scope=1+7=8 < 10 -> STEP 1d X-SMALL by two tests. Threshold-adjacent; ps_chars=391 and ps_has_repro=0 also make it the weakest-specified surviving coreutils row, so the exclusion is comfortable.",reject-static,S,"tiny fix (2+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,391,0,0,0,1,1,2,0,.rs,1,1,17,1,7,0,0,1
uutils__coreutils-6731,uutils/coreutils,Rust,A,A,low,A.S,"coreutils -> A. scope=1+9=10, exactly ON the mech-A cut -> eligible, rank 1/3 -> tier S; 10 < repo median 18 -> W-LOWLEV. ps_chars=573 fired W-READ so I read it: names tr, gives a console repro AND the root cause (odd/even trailing backslashes) -> concrete, kept. One test fewer and it would be X-SMALL.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,573,0,1,0,1,1,7,17,.rs,1,1,23,1,9,0,0,1
facebook__docusaurus-10130,facebook/docusaurus,TypeScript,N,N,medium,,"Label N.S, flags W-LOWLEV. mech N by repo. scope=1+34=35 clears 1c; 35 < repo eligible median 36 -> W-LOWLEV. patch_files=1, patch_hunks=1, patch_add=9 -> no W-BIGDIFF; ps_chars=2744 -> no W-READ. Confidence medium: the S label is decided by one test case against 9183 (36), so the S-vs-M contrast inside docusaurus is not real. Target is packages/docusaurus/src/server/__tests__/brokenLinks.test.ts in the core package (largest import graph of the three eligible docusaurus rows).",low,T,heavy verify set (1+34 tests),"low (1/10 vs realized labels, report 17)",,,,2744,0,1,2912,1,1,9,1,.ts,1,1,26,1,34,0,0,0
facebook__docusaurus-10309,facebook/docusaurus,TypeScript,N,N,medium,,"X-SMALL by 1c: mech N and scope=n_f2p4+n_p2p8=12 < 20 -> INELIGIBLE, exclusion wins and is not relaxed. ps_chars=3208 so R1 passes; only the zero-intercept scope gate rejects it. Confidence medium, not high, because this is a probable false negative: test_add=240 / test_hunks=4 is the largest test patch in TypeScript and its 12 cases still live in one spec file, so its fence is set by the file's transpile+import graph, not by case count.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3208,0,1,1358,1,1,17,8,.ts,1,4,240,4,8,0,0,0
facebook__docusaurus-8927,facebook/docusaurus,TypeScript,N,N,medium,,"X-SMALL by 1c: mech N, scope=2+12=14 < 20 -> INELIGIBLE. ps_chars=1826 passes R1; patch_files=1/hunks=3/add=24 unremarkable. test_files=2, test_add=125 means substantial new test code, so like 10309 this is a suspected false rejection of the case-count gate rather than a genuinely small workload — hence medium confidence in the verdict, high risk if run anyway.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1826,0,1,142,1,3,24,10,.ts,2,3,125,2,12,0,0,0
facebook__docusaurus-9183,facebook/docusaurus,TypeScript,N,N,medium,,"Label N.M, flags W-BIGDIFF. mech N by repo. scope=1+35=36, clears 1c. W-BIGDIFF fires on patch_files=3 (patch_exts .js .ts .tsx) — covariate on the harness fence only, not a CPU predictor. Confidence medium only because the tier is fragile: M vs docusaurus-10130's S rests on a single test case (36 vs 35). Test target packages/docusaurus-theme-classic/src/__tests__/options.test.ts (joi theme-config validation, wide import graph).",low,E,large fix (3f/5h/18+),"low (1/10 vs realized labels, report 17)",,,,1584,0,1,3256,3,5,18,5,.js .ts .tsx,1,3,43,1,35,0,0,0
facebook__docusaurus-9897,facebook/docusaurus,TypeScript,N,N,high,,"Label N.L. STEP 0: repo=facebook/docusaurus -> mech N (total function, no ambiguity). scope=n_f2p1+n_p2p91=92, the largest in TypeScript, clears 1c (>=20) with 4.6x margin; ps_chars=1721 so no W-READ, no flag fires at all (patch_files=1, patch_hunks=1, patch_add=2 -> no W-BIGDIFF; 92 > repo eligible median 36 -> no W-LOWLEV; repo spread 7.7x -> no W-NOLEV; repo share 5/12=0.42 -> no W-CONFOUND). Tier L (top of eligible {35,36,92}). Whole scope sits in ONE spec file, packages/docusaurus-utils/src/__tests__/markdownUtils.test.ts (remark/MDX inline-snapshot tests) run under jest+ts.",low,T,heavy verify set (1+91 tests),"low (1/10 vs realized labels, report 17)",,,,1721,0,1,602,1,1,2,2,.ts,1,1,31,1,91,0,0,0
immutable-js__immutable-js-2005,immutable-js/immutable-js,TypeScript,N,N,medium,I,"Label N.F, flags W-NOLEV + W-LOWLEV. mech N by repo. scope=2+20=22 clears 1c by only 2 cases. W-NOLEV: repo spread max/min = 23/22 = 1.05x < 3 -> tier forced to F, usable only as a negative control. W-LOWLEV: 22 < eligible median 22.5. Secondary I because patch_exts = .js .md — the subject under test is plain JS and only the .ts test files (__tests__/OrderedMap.ts, OrderedSet.ts, test_files=2) pass through ts-jest, so this is the corpus's thinnest transpile term. Risk medium: tiny library, one-to-two spec files, no compile intercept.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1971,0,1,0,2,3,6,2,.js .md,2,2,16,2,20,0,0,0
immutable-js__immutable-js-2006,immutable-js/immutable-js,TypeScript,N,N,medium,I,"Label N.F, flag W-NOLEV. mech N by repo. scope=1+22=23, clears 1c by 3 cases; 23 = repo max so no W-LOWLEV; patch_files=1/hunks=1/add=5 -> no W-BIGDIFF; ps_chars=754 -> no W-READ (though ~800 of those chars are the repo's 'STOP AND READ' issue-template banner; the real statement is a 3-line filter+slice repro naming Immutable.Range/filter/slice, so it survives a manual W-READ-style check). Secondary I: patch_exts=.js, subject is untranspiled JS. Risk medium — smallest plausible fence in TypeScript.",medium,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,754,0,1,323,1,1,5,5,.js,1,1,11,1,22,0,0,0
vuejs__core-11589,vuejs/core,TypeScript,N,N,high,,"Label N.L. mech N by repo=vuejs/core. scope=1+78=79, the repo maximum, clears 1c with 4x margin; no flag fires (patch_files=2, patch_hunks=5, patch_add=2; 79 > eligible median 36; spread 9.9x; repo share 0.42). Tier L. Target packages/runtime-core/__tests__/apiWatch.spec.ts. NOTE: X-DUP under 1g — vuejs/core is already sampled (vue-11915) — so it is only spendable as the pre-declared L partner of banked vue-11915 (M, scope 45).",low,T,heavy verify set (1+78 tests),"low (1/10 vs realized labels, report 17)",,,,2623,0,1,1382,2,5,2,7,.ts,1,1,28,1,78,0,0,0
vuejs__core-11739,vuejs/core,TypeScript,N,N,medium,,"Label N.M, flags W-LOWLEV + W-BIGDIFF. mech N by repo. scope=1+26=27 clears 1c by 7 cases; 27 < eligible median 36 -> W-LOWLEV; patch_files=4 -> W-BIGDIFF (harness-fence covariate only). Tier M by rank among eligible {26,27,45,79}. X-DUP under 1g (vuejs/core already sampled). Target packages/runtime-core/__tests__/hydration.spec.ts (SSR hydration, one of vue's heavier runtime-core specs), so the fence is likely fine despite the low case count.",medium,E,large fix (4f/5h/18+),"low (1/10 vs realized labels, report 17)",,,,3390,0,1,0,4,5,18,14,.ts,1,1,20,1,26,0,0,0
vuejs__core-11870,vuejs/core,TypeScript,N,N,medium,,"X-SMALL by 1c: mech N, scope=n_f2p1+n_p2p7=8 < 20 -> INELIGIBLE, and per the ambiguity rule exclusion beats any empty-cell pressure. ps_chars=1724 passes R1; test_files=1, test_add=9. Confidence medium because this is the clearest suspected false negative in the language: its single target file packages/runtime-core/__tests__/helpers/renderList.spec.ts is the same vitest+esbuild entry point that made banked vue-11915 (scope 45) cost 214.5 core-s, so a 5.6x smaller case count almost certainly does not give a 5.6x smaller fence.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1724,0,1,0,1,2,9,2,.ts,1,2,9,1,7,0,0,0
vuejs__core-11899,vuejs/core,TypeScript,N,N,medium,,"Label N.S, flag W-LOWLEV. mech N by repo. scope=1+25=26, clears 1c by 6 cases; 26 < eligible median 36 -> W-LOWLEV and it is the repo's lowest eligible scope -> tier S. patch_files=1/hunks=2/add=22 -> no W-BIGDIFF; ps_chars=2570 -> no W-READ. X-DUP under 1g. Target packages/compiler-sfc/__tests__/compileStyle.spec.ts — the subject is vue's SFC style compiler over postcss, i.e. transpile work by definition, which makes it a poor place to separate class N's transpile term from its runner term.",medium,T,heavy verify set (1+25 tests),"low (1/10 vs realized labels, report 17)",,,,2570,0,1,0,1,2,22,9,.ts,1,1,32,1,25,0,0,0
vuejs__core-11915,vuejs/core,TypeScript,N,N,high,,"Label N.M — ALREADY PROFILED, cross-check row. mech N by repo. scope=2+43=45; no flag fires (ps_chars=694 just above the W-READ band; patch_files=1/hunks=1/add=1; 45 > eligible median 36). Measured tests(js) 99% / shell 1%, 214.5 core-s is inside class N's predicted 70-99% runner band, and its 523 esbuild samples mis-tagged as pkg/build are the predicted transpile sub-term. Its target packages/compiler-core/__tests__/parse.spec.ts means the subject under test IS a transpiler, so runner and transpile are the same process here by construction.",low,T,heavy verify set (2+43 tests),"low (1/10 vs realized labels, report 17)",S,S=68% E=10% T=22% B=0%,ML_multiling,694,0,1,0,1,1,1,1,.ts,1,1,15,2,43,0,0,0
